id , painting_title             , season, episode, air_date , Alizarin_Crimson, Black_Gesso, Bright_Red, Burnt_Umber, Cadmium_Yellow, Dark_Sienna, Indian_Red, Indian_Yellow, Liquid_Black, Liquid_Clear, Midnight_Black, Phthalo_Blue, Phthalo_Green, Prussian_Blue, Sap_Green, Titanium_White, Van_Dyke_Brown, Yellow_Ochre, APPLE_FRAME, AURORA_BOREALIS, BARN, BEACH, BOAT, BRIDGE, BUILDING, BUSHES, CABIN, CACTUS, CIRCLE_FRAME, CIRRUS, CLIFF, CLOUDS, CONIFER, CUMULUS, DECIDUOUS, DIANE_ANDRE, DOCK, DOUBLE_OVAL_FRAME, FARM, FENCE, FIRE, FLORIDA_FRAME, FLOWERS, FOG, FRAMED, GRASS, GUEST, HALF_CIRCLE_FRAME, HALF_OVAL_FRAME, HILLS, LAKE, LAKES, LIGHTHOUSE, MILL, MOON, MOUNTAIN, MOUNTAINS, NIGHT, OCEAN, OVAL_FRAME, PALM_TREES, PATH, PERSON, PORTRAIT, RECTANGLE_3D_FRAME, RECTANGULAR_FRAME, RIVER, ROCKS, SEASHELL_FRAME, SNOW, SNOWY_MOUNTAIN, SPLIT_FRAME, STEVE_ROSS, STRUCTURE, SUN, TOMB_FRAME, TREE, TREES, TRIPLE_FRAME, WATERFALL, WAVES, WINDMILL, WINDOW_FRAME, WINTER, WOOD_FRAMED
 31, Distant Hills              ,      3,       5, 1-Feb-84 ,                1,           0,          0,           1,              1,           0,          0,             0,            0,            0,              0,            0,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      1,     0,      1,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     1,    1,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 32, Covered Bridge             ,      3,       6, 8-Feb-84 ,                1,           0,          1,           1,              1,           0,          0,             0,            0,            0,              1,            0,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      1,        0,      0,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    1,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 33, Quiet Inlet                ,      3,       7, 15-Feb-84,                1,           0,          0,           1,              1,           0,          0,             0,            0,            0,              0,            1,             1,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 34, Night Light                ,      3,       8, 22-Feb-84,                1,           1,          0,           1,              1,           0,          0,             0,            0,            0,              0,            0,             1,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     1,      1,       0,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          1,    0,    0,        0,         0,     1,     1,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    0,     0,            0,         0,     1,        0,            0,      0,           0
 35, The Old Mill               ,      3,       9, 1-Mar-84 ,                1,           0,          1,           1,              1,           0,          0,             0,            0,            0,              0,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     1,      0,            0,      0,     0,      1,       0,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    1,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     1,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 36, Campfire                   ,      3,      10, 8-Mar-84 ,                1,           1,          1,           1,              1,           0,          0,             1,            0,            0,              0,            0,             0,             0,         0,              0,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    1,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      1,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 37, Rustic Barn                ,      3,      11, 15-Mar-84,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             1,         1,              1,              1,            1,           0,               0,    1,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     1,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 38, Hidden Lake                ,      3,      12, 22-Mar-84,                1,           0,          1,           1,              1,           0,          0,             0,            0,            0,              0,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       1,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 39, Peaceful Waters            ,      3,      13, 29-Mar-84,                1,           0,          0,           0,              1,           0,          0,             0,            0,            0,              0,            1,             1,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      0,     0,      0,            0,      0,     0,      1,       1,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     1,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          1,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 40, Purple Splendor            ,      4,       1, 5-Sep-84 ,                1,           0,          0,           0,              0,           0,          0,             0,            0,            0,              0,            1,             0,             0,         0,              1,              1,            0,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            0,      0,     0,      0,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
 41, Tranquil Valley            ,      4,       2, 12-Sep-84,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             0,             0,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      1,       0,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 42, Majestic Mountains         ,      4,       3, 19-Sep-84,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             1,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       1,       0,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     1,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        1,         1,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              1,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
 43, Winter Sawscape            ,      4,       4, 26-Sep-84,                0,           1,          1,           1,              1,           0,          0,             0,            0,            0,              1,            0,             0,             1,         0,              1,              0,            0,           0,               0,    0,     0,    0,      0,        0,      0,     1,      0,            1,      0,     0,      1,       1,       1,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      1,     0,     1,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    1,              0,           0,          0,         1,   0,          0,    1,     1,            0,         0,     0,        0,            0,      1,           0
 44, Evening Seascape           ,      4,       5, 3-Oct-84 ,                1,           1,          1,           1,              1,           0,          0,             0,            0,            0,              0,            1,             1,             1,         0,              1,              1,            0,           0,               0,    0,     1,    0,      0,        0,      0,     0,      0,            0,      0,     1,      1,       1,       1,         0,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    0,     0,          0,    0,    0,        0,         0,     0,     1,          0,          0,    0,      0,        0,                  0,                 0,     0,     1,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     1,        0,            0,      0,           0
 45, Warm Summer Day            ,      4,       6, 10-Oct-84,                1,           0,          1,           1,              1,           0,          0,             1,            0,            0,              0,            1,             0,             1,         1,              1,              1,            1,           0,               0,    0,     0,    0,      0,        0,      1,     0,      0,            0,      0,     0,      0,       0,       0,         1,           0,    0,                 0,    0,     0,    0,             0,       0,   0,      0,     0,     0,                 0,               0,     0,    1,     0,          0,    0,    0,        0,         0,     0,     0,          0,          0,    0,      0,        0,                  0,                 0,     0,     0,              0,    0,              0,           0,          0,         0,   0,          0,    1,     1,            0,         0,     0,        0,            0,      0,           0
